dataset,dataset_type,variable,variable_label,package,fn,fn_url,resource1_text,resource1_url
ADPC,OCCDS,AVISIT_prev,Derive previous analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AXRLT,Derive actual relative time from next dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,BASE,Derive BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,EXDOSE_next,Derive next dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,EXDOSE_prev,Derive previous dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,FANLDT,Derive first dose date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,FANLTM,Derive first dose time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,FANLDTM,Derive first dose datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,HTBL,Derive baseline height,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,HTBLU,Derive baseline height unit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,NFRLT_next,Derive next nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,NFRLT_prev,Derive previous nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,PARAM,Derive parameter list,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,PCRFTDT,Derive reference dose date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,PCRFTTM,Derive reference dose time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,TRTSDT,Derive treatment start date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,TRTSDTM,Derive treatment start datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,WTBL,Derive baseline weight,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,WTBLU,Derive baseline weight unit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPP,OCCDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,TRTSDT,Derive treatment start date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,TRTEDT,Derive treatment end date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,DTHDT,Derive death date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,EOSDT,Derive end of study date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPPK,OCCDS,ADT,Derive analysis date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ADTM,Derive datetime from a date character vector,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ADTM_prev,Derive previous analysis datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDT,Derive end dates from date/times,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDTM,Derive analysis end datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDTM_prev,Derive previous analysis end datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENTM,Derive analysis end time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENTMF,Derive analysis end time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AFRLT,Derive actual relative time from first dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,APRLT,Derive actual relative time from reference dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTDT,Derive start dates from date/times,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTDTM,Derive analysis start datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTTM,Derive analysis start time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTTMF,Derive analysis start time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ATM,Derive analysis time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ATMF,Derive analysis time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AVISIT_prev,Derive previous analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,BMIBL,Derive BMI baseline,admiral,compute_bmi,https://pharmaverse.github.io/admiral/reference/compute_bmi.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,BSABL,Derive BSA baseline,admiral,compute_bsa,https://pharmaverse.github.io/admiral/reference/compute_bsa.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,CRCLBL,Derive Creatinine Clearance Baseline,admiral,compute_egfr,https://pharmaverse.github.io/admiral/reference/compute_egfr.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,EGFRBL,Derive Estimated Glomerular Filtration Rate Baseline,admiral,compute_egfr,https://pharmaverse.github.io/admiral/reference/compute_egfr.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,EXDOSE_first,Derive first dose per treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,EXDOSE_prev,Derive previous dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,FANLDTM,Derive first dose datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,HTBL,Derive height baseline,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,NFRLT_prev,Derive previous nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,PARAM,Derive parameter list,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRTSDT,Derive treatment start date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRTSDTM,Derive treatment start datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,WTBL,Derive baseline weight,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADRS,BDS,RANDDT,Derive randomization date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,ADTF,Derive analysis date imputation flag,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,ANL01FL,Flag last result within an analysis visit and analysis timepoint for post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,ANL02FL,Flag first reported progressive disease,admiral,derive_var_relative_flag,https://pharmaverse.github.io/admiral/reference/derive_var_relative_flag.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CB""",Derive clinical benefit,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""BOR""",Derive best overall response by investigator,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""BCP""",Derive best overall response of CR/PR by investigator,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CRSP""",Derive confirmed response by investigator,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CCB""",Derive confirmed clinical benefit by investigator,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CBOR""",Derive best confirmed response by investigator,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CBCP""",Derive best confirmed overall response of CR/PR by investigator,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""DEATH""",Derive death,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""LSTA""",Derive last disease assessment by investigator,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""MDIS""",Derive measurable disease at baseline by investigator,admiral,derive_param_exist_flag,https://pharmaverse.github.io/admiral/reference/derive_param_exist_flag.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""PD""",Derive disease progression by investigator,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs_basic.R
ADRS,BDS,"PARAMCD=""RSP""",Adds a parameter indicating if a subject had a response before progressive disease,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs_basic.R
ADSL,ADSL,DSSTDT,Derive disposition dates,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHADY,Derive relative day of death,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHDT,Derive death date and date imput. flag,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHDTF,Derive death date imputation flag,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHCAUS,Derive death cause,admiral,derive_vars_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_vars_extreme_event.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHDOM,Derive death domain,admiral,derive_vars_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_vars_extreme_event.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EOSDT,Derive end of study date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EOSSTT,Derive end of study status,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXENTMF,Derive exposure end time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXENDTM,Derive end datetime of exposure to last,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXSTTMF,Derive exposure start time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXSTDTM,Derive start datetime of exposure to first,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,FRVDT,Derive last retrieval date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,LDDTHELD,Derive elapsed days from last dose to death,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,LSTALVDT,Derive the last date known alive,admiral,derive_vars_extreme_event,https://pharmaverse.github.io/admiral/reference/derive_vars_extreme_event.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,RANDDT,Derive randomization date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,SAFFL,Derives population flag,admiral,derive_var_merged_exist_flag,https://pharmaverse.github.io/admiral/reference/derive_var_merged_exist_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,SCRFDT,Derive screen fail date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRT02A,Derive actual treatment for period 2,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTDURD,Derive treatment duration,admiral,derive_var_trtdurd,https://pharmaverse.github.io/admiral/reference/derive_var_trtdurd.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTEDT,Derive treatment end date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTEDTM,Derive treatment end datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTETMF,Derive treatment end time imputation flag,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTSDT,Derive treatment start date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTSDTM,Derive treatment start datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTSTMF,Derive treatment start time imputation flag,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,VAX01DT,"Derive vaccination date from from EX domain, i.e. variable EXSTDTC domain",admiralvaccine,derive_vars_vaxdt,https://pharmaverse.github.io/admiralvaccine/reference/derive_vars_vaxdt.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adsl.R
ADTR,BDS,TULOC,Derive location of tumor,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ADTF,Derive analysis date imputation flag,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ADY,Derive analysis relative day,admiral,derive_var_merged_summary,https://pharmaverse.github.io/admiral/reference/derive_var_merged_summary.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,"PARAMCD=""SDIAM""",Derive target lesions sum of diameters by investigator,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,LSEXP,Derive lesion ID expected from flag,admiral,derive_var_merged_summary,https://pharmaverse.github.io/admiral/reference/derive_var_merged_summary.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,LSASS,Derive lesion ID assessed from flag,admiral,derive_var_merged_summary,https://pharmaverse.github.io/admiral/reference/derive_var_merged_summary.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ABLFL,Derive baseline record flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,NADIR,Derive the lowest sum of diameters in Analysis Value (AVAL) before the current observation,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,PDFL,Derive disease progression flag,admiral,derive_var_merged_exist_flag,https://pharmaverse.github.io/admiral/reference/derive_var_merged_exist_flag.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
